Ingenio,Hacienda,Suerte,Municipio,Corregimiento,Codigo_14,Municipio_Clean,h8,Es_Hacienda_Ausente,Hda_Real,DAR,NOM_DAR
Providencia,EL OVIEDO EMPRESA,2,El Cerrito,nd,PR080127000002,EL CERRITO,PR080127,TRUE,EL OVIEDO EMPRESA,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,120A,El Cerrito,nd,PR08010300120A,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,014B,El Cerrito,nd,PR08033700014B,EL CERRITO,PR080337,TRUE,SAN FERNANDO,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,014C,El Cerrito,nd,PR08033700014C,EL CERRITO,PR080337,TRUE,SAN FERNANDO,CENTRO SUR,CENTRO SUR
Providencia,EL CANELO M,2,El Cerrito,nd,PR081052000002,EL CERRITO,PR081052,TRUE,EL CANELO M,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,014A,El Cerrito,nd,PR08033700014A,EL CERRITO,PR080337,TRUE,SAN FERNANDO,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,3,El Cerrito,nd,PR080337000003,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,EL CANELO M,3,El Cerrito,nd,PR081052000003,EL CERRITO,PR081052,TRUE,EL CANELO M,CENTRO SUR,CENTRO SUR
Providencia,ZABALETAS 2 ARANGO,2,El Cerrito,nd,PR080309000002,EL CERRITO,PR080309,TRUE,ZABALETAS 2 ARANGO,SURORIENTE,CENTRO SUR
Providencia,ZABALETAS 2 ARANGO,5,El Cerrito,nd,PR080309000005,EL CERRITO,PR080309,TRUE,ZABALETAS 2 ARANGO,SURORIENTE,CENTRO SUR
Providencia,LA TRIBUNA,15,El Cerrito,nd,PR080434000015,EL CERRITO,PR080434,TRUE,LA TRIBUNA,CENTRO SUR,CENTRO SUR
Providencia,ZABALETAS CORPORACION,545A,El Cerrito,nd,PR08012300545A,EL CERRITO,PR080123,TRUE,ZABALETAS CORPORACION,CENTRO SUR,CENTRO SUR
Providencia,EL RANCHO EMPRESA,005A,El Cerrito,nd,PR08013000005A,EL CERRITO,PR080130,TRUE,EL RANCHO EMPRESA,CENTRO SUR,CENTRO SUR
Providencia,EL RANCHO EMPRESA,6,El Cerrito,nd,PR080130000006,EL CERRITO,PR080130,TRUE,EL RANCHO EMPRESA,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,9,El Cerrito,nd,PR080337000009,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,SAN FERNANDO,8,El Cerrito,nd,PR080337000008,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,SAN FERNANDO,12,El Cerrito,nd,PR080337000012,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,AURORA CUCALON,991C,El Cerrito,nd,PR08060100991C,EL CERRITO,PR080601,TRUE,AURORA CUCALON,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,016B,El Cerrito,nd,PR08033700016B,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,SAN FERNANDO,16,El Cerrito,nd,PR080337000016,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,SAN FERNANDO,20,El Cerrito,nd,PR080337000020,EL CERRITO,PR080337,TRUE,SAN FERNANDO,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,001C,El Cerrito,nd,PR08033700001C,EL CERRITO,PR080337,TRUE,SAN FERNANDO,CENTRO SUR,CENTRO SUR
Providencia,LA TRIBUNA,16,El Cerrito,nd,PR080434000016,EL CERRITO,PR080434,TRUE,LA TRIBUNA,CENTRO SUR,CENTRO SUR
Providencia,SAN MIGUEL 3,010A,El Cerrito,nd,PR08018100010A,EL CERRITO,PR080181,TRUE,SAN MIGUEL,CENTRO SUR,CENTRO SUR
Providencia,LA TRIBUNA,17,El Cerrito,nd,PR080434000017,EL CERRITO,PR080434,TRUE,LA TRIBUNA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,359,El Cerrito,nd,PR080111000359,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Manuelita,ROSARIO SAAVEDRA ORIENTE,6,El Cerrito,San Antonio,MN000393000006,EL CERRITO,MN000393,TRUE,ROSARIO SAAVEDRA ORIENTE,CENTRO SUR,CENTRO SUR
Manuelita,ROSARIO SAAVEDRA ORIENTE,7,El Cerrito,San Antonio,MN000393000007,EL CERRITO,MN000393,TRUE,ROSARIO SAAVEDRA ORIENTE,CENTRO SUR,CENTRO SUR
Manuelita,MILAGRO,2,El Cerrito,San Antonio,MN000060000002,EL CERRITO,MN000060,TRUE,MILAGRO,CENTRO SUR,CENTRO SUR
Manuelita,ANTOJO   A.I.M.,3,El Cerrito,San Antonio,MN000310000003,EL CERRITO,MN000310,TRUE,ANTOJO   A.I.M.,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,113,El Cerrito,nd,PR080103000113,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA MARIA EL ROBLE,001A,El Cerrito,nd,PR08044800001A,EL CERRITO,PR080448,TRUE,LA MARIA EL ROBLE,CENTRO SUR,CENTRO SUR
Providencia,LA MARIA EL ROBLE,1,El Cerrito,nd,PR080448000001,EL CERRITO,PR080448,TRUE,LA MARIA EL ROBLE,CENTRO SUR,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,27,El Cerrito,nd,PR080423000027,EL CERRITO,PR080423,TRUE,EL ROSARIO ARBOLEDA,CENTRO SUR,CENTRO SUR
Providencia,LA MARIA EL ROBLE,2,El Cerrito,nd,PR080448000002,EL CERRITO,PR080448,TRUE,LA MARIA EL ROBLE,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,018A,El Cerrito,nd,PR08033700018A,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,LA PRIMAVERA,375B,El Cerrito,nd,PR08011200375B,EL CERRITO,PR080112,TRUE,LA PRIMAVERA,CENTRO SUR,CENTRO SUR
Providencia,EL JARDIN,126,El Cerrito,nd,PR080126000126,EL CERRITO,PR080126,TRUE,EL JARDIN,CENTRO SUR,CENTRO SUR
Providencia,EL JARDIN,132,El Cerrito,nd,PR080126000132,EL CERRITO,PR080126,TRUE,EL JARDIN,CENTRO SUR,CENTRO SUR
Providencia,LA PRIMAVERA,376,El Cerrito,nd,PR080112000376,EL CERRITO,PR080112,TRUE,LA PRIMAVERA,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,108,El Cerrito,nd,PR080103000108,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,364D,El Cerrito,nd,PR08011100364D,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,270A,El Cerrito,nd,PR08011100270A,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,270G,El Cerrito,nd,PR08011100270G,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,364B,El Cerrito,nd,PR08011100364B,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,364E,El Cerrito,nd,PR08011100364E,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,356B,El Cerrito,nd,PR08011100356B,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,106B,El Cerrito,nd,PR08010300106B,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Manuelita,ROSARIO SEEMAN 2,4,El Cerrito,San Antonio,MN000332000004,EL CERRITO,MN000332,TRUE,ROSARIO SEEMAN,SURORIENTE,CENTRO SUR
Manuelita,INES,31,El Cerrito,Santa Elena,MN000057000031,EL CERRITO,MN000057,TRUE,INES,CENTRO SUR,CENTRO SUR
Incauca,SANTA MARTHA LA ISABELLA,003B,Candelaria,nd,CA01061900003B,CANDELARIA,CA010619,TRUE,SANTA MARTHA LA ISABELLA,SURORIENTE,SUROCCIDENTE
Incauca,SANTA MARTHA LA ISABELLA,003B,Candelaria,nd,CA01061900003B,CANDELARIA,CA010619,TRUE,SANTA MARTHA LA ISABELLA,SURORIENTE,SUROCCIDENTE
Incauca,GUADALAJARA LOTE 3A,8,Candelaria,nd,CA011172000008,CANDELARIA,CA011172,TRUE,GUADALAJARA LOTE 3A,SUROCCIDENTE,SUROCCIDENTE
Incauca,JAUJA,2,Candelaria,nd,CA011658000002,CANDELARIA,CA011658,TRUE,JAUJA,SUROCCIDENTE,SUROCCIDENTE
Incauca,QUESADAS,6,Candelaria,nd,CA010846000006,CANDELARIA,CA010846,TRUE,QUESADAS,SURORIENTE,SUROCCIDENTE
Incauca,JAUJA,3,Candelaria,nd,CA011658000003,CANDELARIA,CA011658,TRUE,JAUJA,SURORIENTE,SUROCCIDENTE
Incauca,QUESADAS,002A,Candelaria,nd,CA01084600002A,CANDELARIA,CA010846,TRUE,QUESADAS,SURORIENTE,SUROCCIDENTE
Incauca,QUESADAS,3,Candelaria,nd,CA010846000003,CANDELARIA,CA010846,TRUE,QUESADAS,SURORIENTE,SUROCCIDENTE
Incauca,ALISAL,3,Candelaria,nd,CA010759000003,CANDELARIA,CA010759,TRUE,ALISAL,SURORIENTE,SUROCCIDENTE
Incauca,ALISAL,1,Candelaria,nd,CA010759000001,CANDELARIA,CA010759,TRUE,ALISAL,SURORIENTE,SUROCCIDENTE
Incauca,JAUJA,1,Candelaria,nd,CA011658000001,CANDELARIA,CA011658,TRUE,JAUJA,SUROCCIDENTE,SUROCCIDENTE
Incauca,MARAï¿½ON ALTO,1,Candelaria,nd,CA011003000001,CANDELARIA,CA011003,TRUE,MARAÏ¿½ON ALTO,SUROCCIDENTE,SUROCCIDENTE
Incauca,ALISAL,2,Candelaria,nd,CA010759000002,CANDELARIA,CA010759,TRUE,ALISAL,SURORIENTE,SUROCCIDENTE
Incauca,HATO SANTA LUCIA,003A,Candelaria,nd,CA01141900003A,CANDELARIA,CA011419,TRUE,HATO SANTA LUCIA,SURORIENTE,SUROCCIDENTE
Incauca,HATO SANTA LUCIA,002A,Candelaria,nd,CA01141900002A,CANDELARIA,CA011419,TRUE,HATO SANTA LUCIA,SURORIENTE,SUROCCIDENTE
Providencia,LA ESPERANZA PINEDA,2,El Cerrito,nd,PR080641000002,EL CERRITO,PR080641,TRUE,LA ESPERANZA PINEDA,CENTRO SUR,CENTRO SUR
Providencia,LA ESPERANZA PINEDA,1,El Cerrito,nd,PR080641000001,EL CERRITO,PR080641,TRUE,LA ESPERANZA PINEDA,CENTRO SUR,CENTRO SUR
Providencia,QUITASUE?O,8,El Cerrito,nd,PR080812000008,EL CERRITO,PR080812,TRUE,QUITASUE?O,CENTRO SUR,CENTRO SUR
Providencia,LA INDEPENDENCIA,005B,El Cerrito,nd,PR08058600005B,EL CERRITO,PR080586,TRUE,LA INDEPENDENCIA,SURORIENTE,CENTRO SUR
Providencia,LA INDEPENDENCIA,6,El Cerrito,nd,PR080586000006,EL CERRITO,PR080586,TRUE,LA INDEPENDENCIA,SURORIENTE,CENTRO SUR
Providencia,QUITASUE?O,4,El Cerrito,nd,PR080812000004,EL CERRITO,PR080812,TRUE,QUITASUE?O,CENTRO SUR,CENTRO SUR
Providencia,QUITASUE?O,6,El Cerrito,nd,PR080812000006,EL CERRITO,PR080812,TRUE,QUITASUE?O,SURORIENTE,CENTRO SUR
Providencia,SAN MIGUEL 3,6,El Cerrito,nd,PR080181000006,EL CERRITO,PR080181,TRUE,SAN MIGUEL,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,103,El Cerrito,nd,PR080103000103,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,SAN MIGUEL 3,5,El Cerrito,nd,PR080181000005,EL CERRITO,PR080181,TRUE,SAN MIGUEL,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,357,El Cerrito,nd,PR080111000357,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,107A,El Cerrito,nd,PR08010300107A,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,104A,El Cerrito,nd,PR08010300104A,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,121,El Cerrito,nd,PR080103000121,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,AURORA CUCALON,991D,El Cerrito,nd,PR08060100991D,EL CERRITO,PR080601,TRUE,AURORA CUCALON,CENTRO SUR,CENTRO SUR
Providencia,AURORA CUCALON,991B,El Cerrito,nd,PR08060100991B,EL CERRITO,PR080601,TRUE,AURORA CUCALON,CENTRO SUR,CENTRO SUR
Providencia,LA MANSION CARMEN,7,El Cerrito,nd,PR080165000007,EL CERRITO,PR080165,TRUE,LA MANSION CARMEN,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,101A,El Cerrito,nd,PR08010300101A,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,358,El Cerrito,nd,PR080111000358,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,102,El Cerrito,nd,PR080103000102,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,357C,El Cerrito,nd,PR08011100357C,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,ZABALETAS CORPORACION,543,El Cerrito,nd,PR080123000543,EL CERRITO,PR080123,TRUE,ZABALETAS CORPORACION,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,101D,El Cerrito,nd,PR08010300101D,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,362A,El Cerrito,nd,PR08011100362A,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,365A,El Cerrito,nd,PR08011100365A,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,SAN MIGUEL 3,013B,El Cerrito,nd,PR08018100013B,EL CERRITO,PR080181,TRUE,SAN MIGUEL,CENTRO SUR,CENTRO SUR
Providencia,QUITASUE?O,3,El Cerrito,nd,PR080812000003,EL CERRITO,PR080812,TRUE,QUITASUE?O,CENTRO SUR,CENTRO SUR
Providencia,QUITASUE?O,7,El Cerrito,nd,PR080812000007,EL CERRITO,PR080812,TRUE,QUITASUE?O,CENTRO SUR,CENTRO SUR
Manuelita,LA MERCED,12,El Cerrito,El Placer,MN000798000012,EL CERRITO,MN000798,TRUE,LA MERCED,CENTRO SUR,CENTRO SUR
Manuelita,LA MERCED,4,El Cerrito,El Placer,MN000798000004,EL CERRITO,MN000798,TRUE,LA MERCED,CENTRO SUR,CENTRO SUR
Manuelita,LA MERCED,6,El Cerrito,El Placer,MN000798000006,EL CERRITO,MN000798,TRUE,LA MERCED,CENTRO SUR,CENTRO SUR
Manuelita,LA MERCED,6,El Cerrito,El Placer,MN000798000006,EL CERRITO,MN000798,TRUE,LA MERCED,CENTRO SUR,CENTRO SUR
Manuelita,LA MERCED,7,El Cerrito,El Placer,MN000798000007,EL CERRITO,MN000798,TRUE,LA MERCED,CENTRO SUR,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,2,El Cerrito,nd,PR080261000002,EL CERRITO,PR080261,TRUE,LA CRISTALINA-TORRE LUNERA,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,13,El Cerrito,nd,PR080337000013,EL CERRITO,PR080337,TRUE,SAN FERNANDO,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,10,El Cerrito,nd,PR080337000010,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,SAN FERNANDO,021C,El Cerrito,nd,PR08033700021C,EL CERRITO,PR080337,TRUE,SAN FERNANDO,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,21,El Cerrito,nd,PR080337000021,EL CERRITO,PR080337,TRUE,SAN FERNANDO,CENTRO SUR,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,29,El Cerrito,nd,PR080423000029,EL CERRITO,PR080423,TRUE,EL ROSARIO ARBOLEDA,CENTRO SUR,CENTRO SUR
Providencia,ZABALETAS 2 ARANGO,3,El Cerrito,nd,PR080309000003,EL CERRITO,PR080309,TRUE,ZABALETAS 2 ARANGO,SURORIENTE,CENTRO SUR
Providencia,LA MANSION CARMEN,1,El Cerrito,nd,PR080165000001,EL CERRITO,PR080165,TRUE,LA MANSION CARMEN,CENTRO SUR,CENTRO SUR
Providencia,ZABALETAS 2 ARANGO,4,El Cerrito,nd,PR080309000004,EL CERRITO,PR080309,TRUE,ZABALETAS 2 ARANGO,SURORIENTE,CENTRO SUR
Providencia,LA MERCED CHAYA-CABA,5,El Cerrito,nd,PR080605000005,EL CERRITO,PR080605,TRUE,LA MERCED CHAYA-CABA,CENTRO SUR,CENTRO SUR
Providencia,ZABALETAS 2 ARANGO,6,El Cerrito,nd,PR080309000006,EL CERRITO,PR080309,TRUE,ZABALETAS 2 ARANGO,SURORIENTE,CENTRO SUR
Providencia,LA AURORA,115,El Cerrito,nd,PR080103000115,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,001A,El Cerrito,nd,PR08026100001A,EL CERRITO,PR080261,TRUE,LA CRISTALINA-TORRE LUNERA,SURORIENTE,CENTRO SUR
Providencia,LA LOMITA,032B,El Cerrito,nd,PR08041300032B,EL CERRITO,PR080413,TRUE,LA LOMITA,CENTRO SUR,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,002A,El Cerrito,nd,PR08026100002A,EL CERRITO,PR080261,TRUE,LA CRISTALINA-TORRE LUNERA,CENTRO SUR,CENTRO SUR
Providencia,LA TORTUGA,3,El Cerrito,nd,PR081077000003,EL CERRITO,PR081077,TRUE,LA TORTUGA,CENTRO SUR,CENTRO SUR
Providencia,LA TORTUGA,3,El Cerrito,nd,PR081077000003,EL CERRITO,PR081077,TRUE,LA TORTUGA,CENTRO SUR,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,1,El Cerrito,nd,PR080261000001,EL CERRITO,PR080261,TRUE,LA CRISTALINA-TORRE LUNERA,SURORIENTE,CENTRO SUR
Providencia,LA PAZ RESTREPO,1,El Cerrito,nd,PR080483000001,EL CERRITO,PR080483,TRUE,LA PAZ RESTREPO,CENTRO SUR,CENTRO SUR
Manuelita,ANTOJO   A.I.M.,2,El Cerrito,San Antonio,MN000310000002,EL CERRITO,MN000310,TRUE,ANTOJO   A.I.M.,SURORIENTE,CENTRO SUR
Manuelita,ANTOJO   A.I.M.,4,El Cerrito,San Antonio,MN000310000004,EL CERRITO,MN000310,TRUE,ANTOJO   A.I.M.,CENTRO SUR,CENTRO SUR
Manuelita,ANTOJO   A.I.M.,5,El Cerrito,San Antonio,MN000310000005,EL CERRITO,MN000310,TRUE,ANTOJO   A.I.M.,SURORIENTE,CENTRO SUR
Providencia,EL OVIEDO EMPRESA,3,El Cerrito,nd,PR080127000003,EL CERRITO,PR080127,TRUE,EL OVIEDO EMPRESA,CENTRO SUR,CENTRO SUR
Providencia,EL JAPON,550,El Cerrito,nd,PR080116000550,EL CERRITO,PR080116,TRUE,EL JAPON,CENTRO SUR,CENTRO SUR
Providencia,LA PRIMAVERA,378,El Cerrito,nd,PR080112000378,EL CERRITO,PR080112,TRUE,LA PRIMAVERA,CENTRO SUR,CENTRO SUR
Providencia,LA MANSION CARMEN,5,El Cerrito,nd,PR080165000005,EL CERRITO,PR080165,TRUE,LA MANSION CARMEN,CENTRO SUR,CENTRO SUR
Providencia,EL CANELO M,10,El Cerrito,nd,PR081052000010,EL CERRITO,PR081052,TRUE,EL CANELO M,CENTRO SUR,CENTRO SUR
Providencia,EL CANELO M,10,El Cerrito,nd,PR081052000010,EL CERRITO,PR081052,TRUE,EL CANELO M,CENTRO SUR,CENTRO SUR
Providencia,LA LOMITA,34,El Cerrito,nd,PR080413000034,EL CERRITO,PR080413,TRUE,LA LOMITA,CENTRO SUR,CENTRO SUR
Providencia,LA ITALIA EMPRESA,8,El Cerrito,nd,PR080131000008,EL CERRITO,PR080131,TRUE,LA ITALIA EMPRESA,CENTRO SUR,CENTRO SUR
Providencia,LA MANSION CARMEN,2,El Cerrito,nd,PR080165000002,EL CERRITO,PR080165,TRUE,LA MANSION CARMEN,CENTRO SUR,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,30,El Cerrito,nd,PR080423000030,EL CERRITO,PR080423,TRUE,EL ROSARIO ARBOLEDA,CENTRO SUR,CENTRO SUR
Providencia,LA MARIA EL ROBLE,6,El Cerrito,nd,PR080448000006,EL CERRITO,PR080448,TRUE,LA MARIA EL ROBLE,SURORIENTE,CENTRO SUR
Providencia,LA MARIA EL ROBLE,6,El Cerrito,nd,PR080448000006,EL CERRITO,PR080448,TRUE,LA MARIA EL ROBLE,SURORIENTE,CENTRO SUR
Providencia,LA MARIA EL ROBLE,7,El Cerrito,nd,PR080448000007,EL CERRITO,PR080448,TRUE,LA MARIA EL ROBLE,SURORIENTE,CENTRO SUR
Providencia,LA MARIA EL ROBLE,10,El Cerrito,nd,PR080448000010,EL CERRITO,PR080448,TRUE,LA MARIA EL ROBLE,SURORIENTE,CENTRO SUR
Providencia,LA MARIA EL ROBLE,10,El Cerrito,nd,PR080448000010,EL CERRITO,PR080448,TRUE,LA MARIA EL ROBLE,SURORIENTE,CENTRO SUR
Providencia,LA LOMITA,31,El Cerrito,nd,PR080413000031,EL CERRITO,PR080413,TRUE,LA LOMITA,CENTRO SUR,CENTRO SUR
Providencia,EL CANELO M,4,El Cerrito,nd,PR081052000004,EL CERRITO,PR081052,TRUE,EL CANELO M,SURORIENTE,CENTRO SUR
Providencia,EL CANELO M,4,El Cerrito,nd,PR081052000004,EL CERRITO,PR081052,TRUE,EL CANELO M,SURORIENTE,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,35,El Cerrito,nd,PR080423000035,EL CERRITO,PR080423,TRUE,EL ROSARIO ARBOLEDA,CENTRO SUR,CENTRO SUR
Providencia,MORAIMA,4,El Cerrito,nd,PR081108000004,EL CERRITO,PR081108,TRUE,MORAIMA,CENTRO SUR,CENTRO SUR
Providencia,LA MANSION CARMEN,3,El Cerrito,nd,PR080165000003,EL CERRITO,PR080165,TRUE,LA MANSION CARMEN,CENTRO SUR,CENTRO SUR
Providencia,SAN FERNANDO,007B,El Cerrito,nd,PR08033700007B,EL CERRITO,PR080337,TRUE,SAN FERNANDO,SURORIENTE,CENTRO SUR
Providencia,LA AURORA,100B,El Cerrito,nd,PR08010300100B,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA MERCED GARCES,001C,El Cerrito,nd,PR08018600001C,EL CERRITO,PR080186,TRUE,LA MERCED GARCES,CENTRO SUR,CENTRO SUR
Providencia,VILLA MERCEDES,3,El Cerrito,nd,PR080129000003,EL CERRITO,PR080129,TRUE,VILLA MERCEDES,CENTRO SUR,CENTRO SUR
Providencia,MORAIMA,001B,El Cerrito,nd,PR08110800001B,EL CERRITO,PR081108,TRUE,MORAIMA,CENTRO SUR,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,001B,El Cerrito,nd,PR08026100001B,EL CERRITO,PR080261,TRUE,LA CRISTALINA-TORRE LUNERA,CENTRO SUR,CENTRO SUR
Providencia,LA PRIMAVERA,372A,El Cerrito,nd,PR08011200372A,EL CERRITO,PR080112,TRUE,LA PRIMAVERA,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,118D,El Cerrito,nd,PR08010300118D,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,EL JAPON,556,El Cerrito,nd,PR080116000556,EL CERRITO,PR080116,TRUE,EL JAPON,CENTRO SUR,CENTRO SUR
Providencia,EL CASTILLITO,1,El Cerrito,nd,PR080664000001,EL CERRITO,PR080664,TRUE,EL CASTILLITO,CENTRO SUR,CENTRO SUR
Providencia,LA AURORA,117A,El Cerrito,nd,PR08010300117A,EL CERRITO,PR080103,TRUE,LA AURORA,CENTRO SUR,CENTRO SUR
Providencia,LA ARGELIA,362B,El Cerrito,nd,PR08011100362B,EL CERRITO,PR080111,TRUE,LA ARGELIA,CENTRO SUR,CENTRO SUR
Providencia,ZABALETAS 2 ARANGO,1,El Cerrito,nd,PR080309000001,EL CERRITO,PR080309,TRUE,ZABALETAS 2 ARANGO,CENTRO SUR,CENTRO SUR
