"COD_HDA_8","LAT","LON","Notas","Fecha_Georref"
"CB000B64",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000B71",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000B80",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000C58",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000C63",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000C69",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000C95",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D30",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D35",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D54",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D58",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D73",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D75",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D77",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D78",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000D97",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E01",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E15",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E17",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E25",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E26",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E53",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E54",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E70",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E71",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E79",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000E90",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F04",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F13",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F28",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F37",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F50",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F61",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F62",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F63",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F64",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F65",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000F92",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000G15",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000G16",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000G19",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000G92",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000G96",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000H17",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000H18",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000H19",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000H21",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000H22",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000H49",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000H64",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000I43",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000I52",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000I55",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000I60",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000I63",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000J13",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000J55",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000K63",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CB000K69",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000010",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000031",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000043",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000044",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000046",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000047",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000048",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000051",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000068",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000070",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000072",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000101",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000102",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000104",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000105",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000107",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000110",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000117",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000135",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000138",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000159",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000162",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000210",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000211",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000213",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000216",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000219",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000237",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000239",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000249",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000269",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000274",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000291",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000314",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000321",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000444",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000471",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000476",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000482",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000483",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000485",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000486",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000491",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000492",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000505",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000521",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000528",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000531",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000532",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000536",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000537",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000583",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000585",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000589",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000592",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000799",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000841",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000975",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"CC000982",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000001",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000005",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000006",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000009",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000023",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000024",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000026",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000050",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000402",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000509",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000510",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000511",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000512",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000513",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"ML000692",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000057",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000060",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000068",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000075",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000081",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000088",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000106",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000112",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000120",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000124",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000125",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000132",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000133",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000142",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000301",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000310",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000321",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000332",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000336",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000372",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000383",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000393",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000408",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000419",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000467",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000481",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000483",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000492",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000493",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000495",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000519",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000522",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000523",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000544",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000725",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000754",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000760",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000761",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000762",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000769",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000778",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000798",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000800",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000807",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000808",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000842",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000862",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000894",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000915",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000939",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000950",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000956",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000958",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000963",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000964",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000966",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MN000968",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000271",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000276",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000290",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000291",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000308",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000336",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000343",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000361",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000397",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000442",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000447",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000465",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000474",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000482",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000501",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000506",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000549",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000560",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000599",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000614",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000618",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000640",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000665",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000667",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000675",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000682",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000687",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000693",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000700",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000704",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000706",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000719",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000730",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000735",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000774",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000776",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000830",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000847",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000884",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000893",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000897",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000909",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000944",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000945",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000986",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A41",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A57",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A67",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A74",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A75",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A76",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A80",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A83",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A84",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A85",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000A86",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B05",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B10",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B13",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B15",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B18",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B20",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B29",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B31",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B40",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B42",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B49",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B65",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B77",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B79",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B80",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B81",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B83",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B86",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000B93",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C02",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C08",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C15",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C18",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C19",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C21",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C23",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C25",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C30",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C37",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C46",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C74",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000C79",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MY000D48",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"MYNA0001",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001001",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001005",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001006",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001008",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001010",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001011",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001012",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001014",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001015",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001018",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001025",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001026",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001033",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001037",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001049",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001063",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001072",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001079",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001080",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001081",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001082",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001088",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001090",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001091",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001094",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001097",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001202",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001203",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001205",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001206",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001207",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001208",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001210",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001211",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001213",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001216",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001217",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001220",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001221",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001227",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001236",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001237",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001238",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001239",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001240",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001242",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001246",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001247",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001252",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001259",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001262",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001265",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001270",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001271",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
