"COD_HDA_8","LAT","LON","Notas","Fecha_Georref"
"PC001275",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001287",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001288",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001290",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001291",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001293",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001294",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001295",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001431",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001432",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC001483",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002003",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002004",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002006",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002007",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002008",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002009",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002010",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002011",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002013",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002014",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002015",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002017",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002019",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002022",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002031",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002032",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002038",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002042",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002044",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002047",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002050",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002051",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002053",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002056",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002058",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002066",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002069",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002074",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002076",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002077",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002087",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002088",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002089",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002095",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002201",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002202",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002205",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002208",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002209",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002211",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002212",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002227",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002235",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002237",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002243",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002251",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002256",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002273",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002278",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002279",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002280",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002282",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002283",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002284",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002285",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002286",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002288",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002290",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002423",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002440",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002442",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002443",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002444",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002445",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002448",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002484",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC002497",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003001",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003002",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003003",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003010",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003011",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003012",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003013",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003020",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003021",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003030",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003035",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003036",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003041",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003045",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003046",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003048",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003049",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003061",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003067",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003070",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003074",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003078",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003080",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003083",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003084",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003086",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003087",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003090",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003091",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003093",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003200",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003206",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003208",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003211",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003215",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003223",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003224",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003225",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003229",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003230",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003235",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003237",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003242",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003245",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003246",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003250",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003251",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003252",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003277",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003296",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003433",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003493",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PC003505",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080103",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080108",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080109",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080111",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080112",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080116",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080117",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080122",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080123",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080126",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080127",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080129",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080130",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080131",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080135",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080136",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080138",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080139",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080140",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080143",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080153",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080154",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080156",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080157",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080158",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080159",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080162",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080163",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080165",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080166",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080167",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080173",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080174",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080175",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080176",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080181",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080186",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080192",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080193",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080194",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080197",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080205",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080206",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080211",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080213",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080214",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080215",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080218",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080219",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080220",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080222",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080230",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080236",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080242",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080244",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080247",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080251",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080252",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080253",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080261",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080266",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080269",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080270",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080274",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080276",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080277",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080280",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080281",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080284",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080293",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080295",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080298",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080300",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080304",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080307",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080309",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080310",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080314",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080316",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080323",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080328",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080337",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080348",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080349",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080352",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080365",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080374",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080392",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080396",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080405",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080413",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080414",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080423",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080434",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080448",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080467",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080483",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080518",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080519",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080539",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080547",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080551",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080559",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080572",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080579",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080586",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080596",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080601",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080605",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080641",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080645",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080653",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080655",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080656",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080657",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080658",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080659",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080661",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080663",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080664",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080683",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080684",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080691",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080695",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080698",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080714",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080731",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080812",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080941",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR080978",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081002",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081030",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081033",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081044",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081048",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081051",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081052",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081058",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081077",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081099",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081104",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081107",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081108",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081116",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081117",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081175",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081182",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081252",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081292",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081384",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081385",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081386",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081390",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081398",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081455",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081467",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081484",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081485",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081486",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081545",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081581",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081677",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081678",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR081679",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082502",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082503",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082504",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082507",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082516",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082518",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082524",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082527",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082528",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082529",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082533",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082537",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082538",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082539",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082540",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082541",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082543",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082546",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082548",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"PR082560",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP001472",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1120",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1145",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1146",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1244",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1336",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1340",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1350",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1386",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1416",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1526",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1566",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1584",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1617",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1622",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1676",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C1813",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C3102",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C3105",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
"RP0C3106",NA,NA,"Detectado en reportes sin geometría catastral","2026-06-03"
